Sr No.,Company Name,Estab_year,Employees_count,Location,Designation,Involvement,Skills,HR_Name,Experience,linkedIN,Industry,LinkedIn Emp Count,LinkedIn Followers
778,Teradata,1980,More than 1000,"Bangalore, Mumbai, Pune",Teradata Developer,Full Time,Teradata,Neha Jaiswal,8-12 Years,-----,Not Available,Not Available,Not Available
779,Verizon Communications,1983,More than 1000,Bangalore,Senior Manager,Full Time,"Machine Learning,Python,NLP,PyTorch,Statistical Modelling",Gopikrishnan Kg,12-16 Years,https://www.linkedin.com/company/verizon/about/,IT Services and IT Consulting,"95,206 employees","1,380,077 followers"
780,Zluri,2020,0 - 10,Bangalore,Engineering Lead - Data Engineering,Full Time,"Big Data,Python,Machine Learning,Data Analysis",Srija Mukherjee,6-11 Years,https://www.linkedin.com/company/zluri/about/,IT Services and IT Consulting,203 employees,"18,517 followers"
781,Capri Global Capital,1997,500 - 1000,Mumbai,Zonal HR Lead,Full Time,"Employee Engagement,Talent Management,Performance Management,Employee Benefits",Preksha Trivedi,8-13 Years,https://linkedin.com/company/capri-global-capital-ltd-,Financial Services,"3,095 employees","66,023 followers"
782,DAZN,2007,More than 1000,Hyderabad,Lead Automation Infra Engineer,Full Time,"Automation Testing,CI - CD,Selenium,HTML,CSS",Abhilasha Santosh,7-12 Years,https://www.linkedin.com/company/dazn/about/,Spectator Sports,"2,765 employees","151,125 followers"
783,FalconX,2018,50 - 200,Bangalore,Execution Trader,Full Time,Operations Management,Divya Kasula,1-3 Years,https://www.linkedin.com/company/thefalconx/,Investment Management,263 employees,"46,763 followers"
784,FalconX,2018,50 - 200,Bangalore,Trading Systems Engineer,Full Time,"C,C++,Golang,Java,Python",Divya Kasula,7-11 Years,https://www.linkedin.com/company/thefalconx/,Investment Management,263 employees,"46,763 followers"
785,Flatworld Solutions,2002,More than 1000,Bangalore,DOT .NET Developer - Angular,Full Time,".NET,Angular,ASP.NET,C#,SQL Server",Nayana Patil,3-7 Years,https://www.linkedin.com/company/flatworld-solutions/,Outsourcing/Offshoring,"2,489 employees","22,341 followers"
786,Krones,1951,More than 1000,Bangalore,SAPUI5 Consultant,Full Time,"SAPUI5,SAP Fiori,SAP S4 HANA,JavaScript,C#",Nikita Dayalan,5-8 Years,https://www.linkedin.com/company/krones/,Machinery Manufacturing,"6,640 employees","130,190 followers"
787,Only Much Louder,2001,50 - 200,Bangalore,Sales Development Representative (Saas Sales),Full Time,"Business Development,Corporate Sales,Direct Sales,Sales,Telecalling",Tuzar Baria,3-6 Years,https://www.linkedin.com/company/only-much-louder/about/,Entertainment Providers,255 employees,"18,077 followers"
788,UnionSys Technologies,2008,50 - 200,Bangalore,Fusion HCM Technical / Techno - Functional,Full Time,"Oracle Database,Compensation Management,Data Migration,Oracle Payroll,Oracle HCM",Aasia Azad,4-7 Years,https://www.linkedin.com/company/unionsys-technologies-private-limited/about/,Information Technology & Services,71 employees,"10,285 followers"
789,Vymo,2013,50 - 200,Bangalore,Technical Lead,Full Time,"Node.js,Java",Shivangi Singh,6-11 Years,https://www.linkedin.com/company/vymo/,Information Technology & Services,498 employees,"112,501 followers"
790,Vymo,2013,50 - 200,Bangalore,Technical Lead / Senior Software Engineer / Sde3,Full Time,"Java,Node.js,MongoDB",Shivangi Singh,6-11 Years,https://www.linkedin.com/company/vymo/,Information Technology & Services,498 employees,"112,501 followers"
791,Amantya Technologies,2018,200 - 500,Bangalore,C++ Developer - Linux / Windows,Full Time,"C++,Node.js,Python,WindBG,Rational ClearCase",Ardhendu Bikash Acharjee,8-10 Years,https://www.linkedin.com/company/amantyatech/about/,IT Services and IT Consulting,582 employees,"28,125 followers"
792,Amazon Devices,1994,More than 1000,Bangalore,Quality Assurance Engineer,Full Time,"Automation Testing,SDET,Java,Python,Selenium",Alfazhil Dharif,5-9 Years,https://www.linkedin.com/company/amazon/about/,Software Development,"822,544 employees","31,649,935 followers"
793,HDFC ERGO,2002,More than 1000,Mumbai,Head of Growth & Marketing,Full Time,"Digital Marketing,Performance Marketing,Product Marketing,Brand Management,Social Media Marketing",Pranali Vinod Gajbhiye,14-17 Years,-----,Not Available,Not Available,Not Available
794,msg global solutions,2008,500 - 1000,Bangalore,Senior Java Developer,Full Time,"Azure,Docker,DevOps,Kubernetes,Python",Nithin N,8-13 Years,https://www.linkedin.com/company/msg-global-solutions/,Not Available,Not Available,Not Available
795,Reliance Nippon Life Insurance,2000,More than 1000,Mumbai,Contracts and Billing Manager,Full Time,"Accounting,Contract Management,Bill Processing,Vendor Management",Poonam Thute,2-5 Years,https://www.linkedin.com/company/reliance-life-insurance-company/about/,Insurance,"11,109 employees","59,367 followers"
796,RxLogix,2010,50 - 200,Noida,Tech Lead - Full Stack - Java Specialist,Full Time,"Java,ASP.NET,SQL,Ruby on Rails,JSON",Ardhendu Bikash Acharjee,9-12 Years,https://www.linkedin.com/company/rxlogix-corporation/?originalSubdomain=in,Software Development,503 employees,"13,481 followers"
797,Sciometrix,2016,50 - 200,Work From Home,Software Engineer,Full Time,"API Testing,Git,SQL",Muskaan Maini,3-6 Years,https://www.linkedin.com/company/sciometrix/mycompany/?viewAsMember=true,Hospitals and Health Care,35 employees,"1,069 followers"
798,Simplilearn,2009,More than 1000,Bangalore,Inside Sales Manager,Full Time,Sales,Virendra Bhati,0-4 Years,-----,Not Available,Not Available,Not Available
799,Viacom18,2007,More than 1000,Bangalore,Web Developer,Full Time,"React.js,JavaScript",Udeshna Boruah Kalita,3-8 Years,https://www.linkedin.com/company/viacom-18-media-private-limited/?originalSubdomain=in,Broadcast Media Production and Distribution,"2,637 employees","408,449 followers"
800,Zoronto,2016,Oct-50,Bangalore,Success Manager,Full Time,"Customer Interaction,Customer Relationship,Key Account Management",Sarbanee Nayak,3-6 Years,https://www.linkedin.com/company/zoronto/about/,Advertising Services,13 employees,"9,383 followers"
801,Credit Repair Cloud,2002,,Hyderabad,Sr. React Developer,Full Time,"React.js,TypeScript,Jest,Redux",Kislay Varma,6-10 Years,https://www.linkedin.com/company/credit-repair-cloud,Software Development,62 employees,"4,067 followers"
802,Digit88 Technologies,2014,50 - 200,Work From Home,Solutions Engineer - Senior Solution Delivery Lead,Full Time,"Project Management,CSM,Resource Management,Performance Management",Archi Kathuria,5-9 Years,https://www.linkedin.com/company/digit88-technologies/about/,IT Services and IT Consulting,64 employees,"2,516 followers"
803,Druva,2008,500 - 1000,Pune,Principal Engineer - DevOps,Full Time,"Python,Terraform,DevOps,Kubernetes,Docker",Prashanthi T,10-14 Years,https://www.linkedin.com/company/druva/mycompany/,Software Development,"1,237 employees","72,159 followers"
804,FourthPointer Services,2012,50 - 200,Noida,Angular Developer,Full Time,"CSS,HTML,JavaScript,Angular",Pooja Kumari,2-4 Years,https://www.linkedin.com/company/fourthpointerservicespvtltd/about/,Information Technology & Services,37 employees,"3,481 followers"
805,Komprise,2014,Oct-50,Bangalore,SDET,Full Time,"Python,Robot Framework,Automation Testing,DevOps,SDET",Garima Maheshwari,2-5 Years,-----,Not Available,Not Available,Not Available
806,Komprise,2014,Oct-50,Bangalore,Software Engineer,Full Time,"Java,Spring,Microservices,Data Structures,Algorithms",Garima Maheshwari,6-8 Years,-----,Not Available,Not Available,Not Available
807,Mphasis,1998,More than 1000,Bangalore,Software Engineer,Full Time,"SQL,C#,T-SQL,SQL Server",Bhuvaneshwari T,3-6 Years,-----,Not Available,Not Available,Not Available
808,Mphasis,1998,More than 1000,Bangalore,Software Engineer,Full Time,"React.js,ASP.NET,SQL,JavaScript,C#",Bhuvaneshwari T,4-9 Years,-----,Not Available,Not Available,Not Available
809,Mynd Integrated Solutions,2002,500 - 1000,Gurgaon,Lease Accounting,Full Time,"Accounting,Finance,Budgeting,Financial Analysis,Financial Reporting",Komal Kareer,4-8 Years,https://www.linkedin.com/company/mynd-solutions-private-ltd/about/,Outsourcing and Offshoring Consulting,"1,458 employees","28,421 followers"
810,Zoronto,2016,Oct-50,Bangalore,Creative Email Copywriter,Full Time,"Content Marketing,Content Writing,English Content",Sarbanee Nayak,2-6 Years,https://www.linkedin.com/company/zoronto/about/,Advertising Services,13 employees,"9,383 followers"
811,HomeCapital,2017,Oct-50,Mumbai,Quality Analyst,Full Time,"Automation Testing,Selenium",Ankita Sharma,4-8 Years,https://www.linkedin.com/company/homecapital/about/,Financial Services,41 employees,"2,770 followers"
812,msg global solutions,2008,500 - 1000,Bangalore,DevOps Engineer,Full Time,"Docker,Terraform,Python,Azure",Asha L,8-13 Years,https://www.linkedin.com/company/msg-global-solutions/,Not Available,Not Available,Not Available
813,Nagarro,1996,More than 1000,Bangalore,Salesforce Marketing Cloud,Full Time,"Salesforce,Salesforce Marketing Cloud,Email Marketing",Kriti Bumb,6-11 Years,https://in.linkedin.com/company/nagarro,IT Services and IT Consulting,"19,641 employees","916,422 followers"
814,Noodle.ai,2016,200 - 500,Bangalore,Principal Product Strategist,Full Time,"Enterprise Software,Product Management,Supply Chain Management",Ankita Ghosh,12-12 Years,https://www.linkedin.com/company/noodle-ai/,Software Development,156 employees,"24,837 followers"
815,Saadia Group,2021,More than 1000,Bangalore,Customer Support Service,Full Time,"Customer Service,Customer Interaction",Swapnil Nautiyal,1-4 Years,https://www.linkedin.com/company/saadia-group/about/,Retail,169 employees,"28,046 followers"
816,Saras Analytics,2016,Oct-50,Hyderabad,Quality Assurance Engineer,Full Time,"Automation Testing,Manual Testing,Selenium",Swati Sharma,3-7 Years,https://www.linkedin.com/company/sarasanalytics/,Data Infrastructure and Analytics,185 employees,"8,981 followers"
817,Toyota,1937,More than 1000,Work From Home,Principal Engineer,Full Time,"Rust,Java,C++,Linux,Embedded Systems",Deepika Kangokar,13-18 Years,https://www.linkedin.com/company/toyota/about/,Motor Vehicle Manufacturing,"25,574 employees","2,013,695 followers"
818,Tredence Inc,2013,500 - 1000,Bangalore,Data Science Manager,Full Time,"Machine Learning,Python,NLP,NumPy,MLOps",Bhoomika Gm,9-14 Years,https://www.linkedin.com/company/tredence/,Business Consulting and Services,"1,949 employees","192,190 followers"
819,Warpdrive Tech Works,2016,50 - 200,Bangalore,Financial Accounts Specialist,Full Time,"Accounting,Auditing,Finance,Taxation,Budgeting,External Audit,GST,Income Tax,Internal Audit,Payroll Management,QuickBooks,Tally,TDS",Divya Someshwar,1-3 Years,https://www.linkedin.com/company/warp-drive-t,Not Available,Not Available,Not Available
820,Wayfair,2002,More than 1000,Bangalore,L4 / L3 - Back End Engineer - IC,Full Time,"Java,Microservices,AWS,Azure,NoSQL",Divya Dwivedi,6-11 Years,https://www.linkedin.com/company/wayfair/about/,Retail,"13,259 employees","280,789 followers"
821,Conviva,2006,200 - 500,Bangalore,Associate Customer Support Engineer,Full Time,Technical Support,Deepa S,0-2 Years,https://www.linkedin.com/company/conviva/,Software Development,500 employees,"41,737 followers"
822,Creditas Solutions,2017,50 - 200,Gurgaon,Front End Developer,Full Time,"React.js,Next.js,JavaScript,HTML,CSS",Surabhi Varshney,2-5 Years,https://www.linkedin.com/company/creditas-solutions/about/,Financial Services,238 employees,"9,473 followers"
823,DriveU,2015,Oct-50,Bangalore,React Native Engineer,Full Time,"Android,Hybrid Apps,iOS,Windows Phone,React Native",Sunandita Supkar,1-3 Years,-----,Not Available,Not Available,Not Available
824,Elogix Software,2002,,Bangalore,Junior C / C++ Developer,Full Time,"C++,Shell Scripting,GDB,Algorithms",Ardhendu Bikash Acharjee,2-3 Years,https://linkedin.com/company/elogix-software-pvt.-ltd,IT Services and IT Consulting,161 employees,"1,359 followers"
825,Grey Chain,2016,50 - 200,"Delhi, Work From Home",Enterprise Sales Manager,Full Time,Sales,Pratikshya Pusty,3-6 Years,https://www.linkedin.com/company/grey-chain/,IT Services and IT Consulting,64 employees,"4,195 followers"
826,Happiest Minds Technologies,2011,More than 1000,Bangalore,Senior Architect,Full Time,Solution Architecture,Ananth C S,12-16 Years,https://www.linkedin.com/company/happiest-minds-technologies/,Information Technology & Services,"4,579 employees","152,590 followers"
827,HealthAsyst,1999,200 - 500,Bangalore,Software Engineer,Full Time,"SQL,C#,.NET",Sakshi Sahu,4-7 Years,https://www.linkedin.com/company/healthasyst,Software Development,345 employees,"25,406 followers"
828,LTIMindtree,1996,More than 1000,Bangalore,Oracle Projects Functional Consultant,Full Time,"Oracle Projects,Oracle E-Business Suite,Oracle BRM,MFG,Procurement",Bhaskar Anand,7-12 Years,https://www.linkedin.com/company/ltimindtree/about/,IT Services and IT Consulting,"96,704 employees","3,311,392 followers"
829,Perfora,2021,Oct-50,Gurgaon,Global Sales Manager,Full Time,"International Sales,Logistics Management,Sales,Supply Chain Management",Consult Bae,3-8 Years,https://www.linkedin.com/company/perforacare/,Retail Health and Personal Care Products,36 employees,"6,420 followers"
830,Thrasio,2018,More than 1000,Work From Home,Senior Software Engineer,Full Time,"Django,Flask,Python,SQL",Virender Singh,4-6 Years,https://www.linkedin.com/company/thrasio/about/,Retail,755 employees,"40,301 followers"
831,Akribiz Business Solutions,1997,50 - 200,Noida,Field Sales Executive,Full Time,"Sales,Direct Sales,Corporate Sales,Business Development,Public Relations",Mouli Dolui,1-5 Years,https://www.linkedin.com/company/akribiz-business-solutions-pvt.-ltd./about/,Retail Office Equipment,57 employees,996 followers
832,AlmaBetter,2020,Oct-50,Bangalore,Finance Manager,Full Time,"Chartered Accountant,Finance,Accounting",Swapnil Nautiyal,4-8 Years,https://www.linkedin.com/company/almabetter/about/,Higher Education,"1,647 employees","34,308 followers"
833,Augmento Labs,2019,Oct-50,Bangalore,Support Engineer,Full Time,"IT Support,Azure,L1 Support,Virtualization,Networking",Komala N,4-7 Years,https://www.linkedin.com/company/augmento-labs/about/,IT Services and IT Consulting,109 employees,"3,593 followers"
834,Bajaj Finserv,2007,More than 1000,Pune,Technical Project Manager,Full Time,"Project Management,PMO,RAID",Aneesha Chandrabhanu,3-6 Years,https://www.linkedin.com/company/bajaj-finserv-lending/,Financial Services,"39,229 employees","983,043 followers"
835,Learning Shala,2018,50 - 200,Delhi,Business Development Executive,Full Time,"Business Development,Sales,Telecalling",Hr Learningshala,1-3 Years,https://www.linkedin.com/company/learningshala1/about/,E-Learning Providers,52 employees,"11,363 followers"
836,LenDenClub,2014,Oct-50,Mumbai,Tech Lead - Frontend Developer,Full Time,"React.js,iOS,Android,TypeScript,Git",Priya Desai,5-8 Years,https://www.linkedin.com/company/lenden-club/,Financial Services,207 employees,"16,171 followers"
837,Neuronimbus Software Services,2004,50 - 200,Gurgaon,Social Media Strategist,Full Time,"Content Marketing,Digital Marketing,Facebook Marketing,Google Ads,SEM,Social Media Marketing",Eva Srivastava,1-3 Years,https://www.linkedin.com/company/neuronimbus/about/,IT Services and IT Consulting,144 employees,"8,306 followers"
838,Qikwork,2020,Oct-50,Bangalore,Full Stack Developer,Full Time,"React.js,Python,Java,Ruby,Golang",Ismail Yakub Shaikh,3-8 Years,https://www.linkedin.com/company/qikwork/about/,"Technology, Information and Internet",125 employees,"29,127 followers"
839,Simplotel,2013,Oct-50,Bangalore,Marketing Manager,Full Time,"Marketing,Digital Marketing,Business Development,Content Writing,Social Media Marketing",Suranjan Barman,2-6 Years,https://www.linkedin.com/company/simplotel,Hospitality,87 employees,"9,590 followers"
840,Treflo,2019,Oct-50,Bangalore,Engineering Lead - Blockchain,Full Time,"Blockchain,Node.js,React.js,Solidity",Antara Chaudhury,3-6 Years,https://www.linkedin.com/company/treflo/about/,IT Services and IT Consulting,27 employees,"7,609 followers"
841,A Society Consulting,2017,Oct-50,Gurgaon,Business Development Executive,Full Time,"Sales,Customer Interaction,Presales",Rajesh Dhariwal,0-0 Years,https://www.linkedin.com/company/a-society-group/,IT Services and IT Consulting,16 employees,"8,562 followers"
842,Acor Infra Projects India,1990,200 - 500,Chennai,Digital Marketing & WEB Developer,Full Time,"Content Marketing,Digital Marketing,Facebook Marketing,Google Ads,SEM,SEO,Social Media Marketing",Acor World,3-5 Years,https://www.linkedin.com/company/acor-home-life-solutions-pvt-ltd/about/,Architecture and Planning,16 employees,638 followers
843,Bristol Myers Squibb,1887,More than 1000,Hyderabad,Data Engineer,Full Time,"PostgreSQL,Python,Amazon Redshift,AWS Glue,Cloudera",Amisha Joshi,2-4 Years,https://www.linkedin.com/company/bristol-myers-squibb/about/,Pharmaceutical Manufacturing,"35,979 employees","1,208,732 followers"
844,coMakeIT,2006,200 - 500,Hyderabad,Azure Developer,Full Time,"CI - CD,Azure",Saran Vura,4-6 Years,https://www.linkedin.com/company/comakeit,Not Available,Not Available,Not Available
845,Fluxon,2017,50 - 200,"Bangalore, Gurgaon, Hyderabad",Senior Software Engineer,Full Time,"JavaScript,Python,Ruby,Angular,Django,Node.js,React.js,Ruby on Rails,Vue.js",Abhishek Tushar,5-9 Years,https://www.linkedin.com/company/fluxonapps/about/,Software Development,84 employees,"5,175 followers"
846,Goldcast,2020,0 - 10,Work From Home,HR - Operations & Recruitment,Full Time,"Recruitment,Operations Management,Policy Formulation,Policy Implementation,Labour Law",Manish Nirwal,3-8 Years,https://www.linkedin.com/company/goldcastevents/about/,Software Development,165 employees,"10,109 followers"
847,Hiver,2011,50 - 200,"Bangalore, Work From Home",Account Manager,Full Time,"Customer Interaction,Customer Relationship,Customer Service,Key Account Management",Saaniya Shaikh,1-5 Years,https://www.linkedin.com/company/grexit/,Not Available,Not Available,Not Available
848,Moback,2011,50 - 200,Bangalore,Sr. QA Automation Engineer,Full Time,"Automation Testing,Java,Cucumber,Selenium",Jayant Kumar,5-7 Years,https://www.linkedin.com/company/2952468/,Software Development,45 employees,"2,295 followers"
849,Rubrik,2015,500 - 1000,Bangalore,Senior Technical Writer,Full Time,"DITA,Oxygen,Technical Writing,XML",Balaji Sundaravadivel,9-13 Years,https://www.linkedin.com/company/4840301/,Software Development,"3,363 employees","204,195 followers"
850,StatusNeo,2019,Oct-50,Gurgaon,Artificial Intelligent,Full Time,"Java,Machine Learning,Python,R",Deepti Negi,5-6 Years,-----,Not Available,Not Available,Not Available
851,Bito,2021,Oct-50,Work From Home,SDET,Full Time,"Automation Testing,SDET,Java,Selenium",Amrit Kumar Dash,3-6 Years,https://www.linkedin.com/company/bitodev/,Software Development,21 employees,"7,322 followers"
852,CloudThat,2012,200 - 500,Pune,Senior Embedded Engineer,Full Time,"Embedded C,Microcontrollers,CAPL,White Box Testing",Bhavana Govil,4-9 Years,https://www.linkedin.com/company/cloudthat/about/,IT Services and IT Consulting,445 employees,"55,668 followers"
853,InMobi,2007,More than 1000,Bangalore,SDE I - Android,Full Time,Android,Heena Shirol,1-3 Years,https://www.linkedin.com/company/inmobi/,Advertising Services,"1,894 employees","214,527 followers"
854,KnowledgeHut,2011,200 - 500,Bangalore,Admission Counselor,Full Time,"Corporate Communication,Sales",Kalpana Chauhan,1-6 Years,https://www.linkedin.com/company/knowledgehut/,Education Management,986 employees,"68,503 followers"
855,Mercari,2013,500 - 1000,Bangalore,QA Engineer,Full Time,"Automation Testing,Mobile Apps Testing,SDET",Priyanka Sharma,3-7 Years,https://www.linkedin.com/company/mercari-india/about/,"Technology, Information and Internet",36 employees,"6,806 followers"
856,Ola,2011,More than 1000,Bangalore,Principal Engineer (Maps / Data),Full Time,"Node.js,Spark,Java,Spring,HBase",Soumyashree Sr,8-12 Years,-----,Not Available,Not Available,Not Available
857,Recrosoft Technologies,2012,200 - 500,Bangalore,Software Engineer,Full Time,"React.js,Redux,Next.js,TypeScript",Saranya R,3-6 Years,-----,Not Available,Not Available,Not Available
858,Simplotel,2013,Oct-50,Bangalore,Content Operations Specialist,Full Time,"SEO,English Content,Content Writing",Narkish M,1-3 Years,https://www.linkedin.com/company/simplotel,Hospitality,87 employees,"9,590 followers"
859,SquadStack,2014,50 - 200,"Bangalore, Noida",Sr. Process Trainer,Full Time,"Inventory Management,Logistics Management,Vendor Management",Marsina Waffa,3-7 Years,https://www.linkedin.com/company/squadstack/,Internet Publishing,494 employees,"35,501 followers"
860,Wecraft Interactive Solutions,2016,Oct-50,Navi Mumbai,Sales & Marketing Manager Intern (Internship),Internship,"Business Development,International Sales,Sales",Ami Mehta,0,https://www.linkedin.com/company/wecraft-interactive-solutions-private-limited/about/,Advertising Services,6 employees,"1,729 followers"
861,Angel One,1987,More than 1000,Work From Home,SDE2 / 3 - Android & Kotlin,Full Time,Android,Praneeta Mandal,5-9 Years,https://www.linkedin.com/company/62215/,Financial Services,"7,404 employees","146,289 followers"
862,BootesNull,2019,Oct-50,Mohali,PHP + Wordpress Developer,Full Time,"JavaScript,PHP,jQuery,Wordpress",Mohit Singh,3-6 Years,https://www.linkedin.com/company/bootesnull/?originalSubdomain=in,IT Services and IT Consulting,41 employees,"3,036 followers"
863,Delhivery,2011,More than 1000,Gurgaon,Senior Software Engineer,Full Time,"Python,Django,Flask",Srishti Basu,3-5 Years,https://www.linkedin.com/company/delhivery/about/,"Transportation, Logistics, Supply Chain and Storage","20,082 employees","738,306 followers"
864,Digit88 Technologies,2014,50 - 200,Pune,Technical Project Manager,Full Time,"Project Management,CI - CD,Scrum,Product Lifecycle Management",Priyal Gupta,5-8 Years,https://www.linkedin.com/company/digit88-technologies/about/,IT Services and IT Consulting,64 employees,"2,516 followers"
865,Kinara Capital,2011,500 - 1000,Bangalore,Principal Data Scientist,Full Time,"Python,AWS,Machine Learning",Srishti Kashyap,4-9 Years,https://www.linkedin.com/company/kinaracapital/about/,Financial Services,827 employees,"37,452 followers"
866,Lal10,2015,Oct-50,Noida,Engineering Manager,Full Time,"MongoDB,Express.js,Node.js,Data Structures,Engineering Management",Kriti Agrawal,6-10 Years,https://www.linkedin.com/company/lal10-com/about/,Wholesale Import and Export,72 employees,"6,656 followers"
867,Mirafra Technologies,2004,More than 1000,Bangalore,Java Developer,Full Time,"Java,Spring Boot,Microservices,Hibernate",Amardeep Singh,5-8 Years,https://www.linkedin.com/company/mirafra-technologies/,Software Development,"1,067 employees","52,068 followers"
868,Mphasis,1998,More than 1000,Bangalore,Java Developer,Full Time,"Java,Spring Boot",Bhuvaneshwari T,5-7 Years,-----,Not Available,Not Available,Not Available
869,Unified Infotech,2010,50 - 200,Kolkata,PHP Developer - OpenCart,Full Time,"PHP,Laravel",Sanjana Datta,2-6 Years,https://www.linkedin.com/company/unifiedinfotech/about/,IT Services and IT Consulting,235 employees,"27,485 followers"
870,Wipro,1945,More than 1000,Bangalore,Senior Staff Engineer,Full Time,"Java,React.js,Spring Boot,Microservices",Sumithra Rai Shetty,7-12 Years,https://www.linkedin.com/company/wipro/about/,IT Services and IT Consulting,"289,791 employees","7,706,545 followers"
871,Availity,2001,500 - 1000,Bangalore,Senior Software Engineer,Full Time,"Java,React.js,Microservices",Vishal Negi,4-7 Years,https://www.linkedin.com/company/availity/about/,IT Services and IT Consulting,"1,451 employees","35,380 followers"
872,Goldman Sachs,1869,More than 1000,Hyderabad,Talent Acquisition,Full Time,"Recruitment,IT Recruitment,Stakeholder Management",Kavya P,1-5 Years,-----,Not Available,Not Available,Not Available
873,HCL Technologies,1976,More than 1000,Bangalore,Angular Developer,Full Time,"Angular,Angular Material,NgRx,RxJS,JavaScript",Swaraj Chaturvedi,5-10 Years,-----,Not Available,Not Available,Not Available
874,IG,1998,More than 1000,Bangalore,Java Developer - Hybrid Mode,Full Time,"Java,Spring,Spring Boot",Swathi N,3-5 Years,https://www.linkedin.com/company/igcom/about/,Financial Services,"2,625 employees","94,701 followers"
875,IG India,2004,50 - 200,Bangalore,Senior Java Developer,Full Time,"Java,AWS,Spring Boot,Kafka,Spring",Swathi N,5-9 Years,https://www.linkedin.com/company/ig-india/?originalSubdomain=in,Not Available,Not Available,Not Available
876,Kadel Labs,2017,50 - 200,Udaipur,Technical / Product Support Engineer,Full Time,"IT Support,Technical Support,Desktop Troubleshooting,Network Troubleshooting",Neha Soni,1-3 Years,https://www.linkedin.com/company/kadel-labs/about/,"Technology, Information and Internet",174 employees,"9,762 followers"
877,Proxgy,2020,Oct-50,Bangalore,Technical Consultant,Full Time,"Customer Interaction,Key Account Management,Change Management,CRM,React.js",Nupur Rajpal,3-8 Years,https://www.linkedin.com/company/proxgy/about/,"Technology, Information and Internet",27 employees,"10,276 followers"
878,Simplotel,2013,Oct-50,Bangalore,Senior Marketing Manager,Full Time,"Marketing,Content Marketing,SEO,SEM,Google Ads",Sharmila M,4-8 Years,https://www.linkedin.com/company/simplotel,Hospitality,87 employees,"9,590 followers"
879,StockGro,2020,Oct-50,Bangalore,QA Tester,Full Time,"Manual Testing,Automation Testing",Ankita Sharma,2-5 Years,https://www.linkedin.com/company/stockgro/about/,Financial Services,125 employees,"46,179 followers"
880,Transerve Technologies,2009,Oct-50,Panaji,Backend Developer,Full Time,"Node.js,Express.js",Abhishek Anand,3-5 Years,https://www.linkedin.com/company/transerve-technologies/,Internet Publishing,52 employees,"3,394 followers"
881,Allen Career Institute,1988,More than 1000,Bangalore,Data Engineer,Full Time,"Data Warehousing,ETL,Spark,Hadoop,Big Data",Shridevi Gumaste,7-12 Years,https://www.linkedin.com/company/allen-career-institute/,Education Administration Programs,"6,842 employees","97,688 followers"
882,Datawrkz,2013,Oct-50,Bangalore,Business Development Representative,Full Time,"Business Development,Sales",Sakthi Sundaresan,1-3 Years,https://www.linkedin.com/company/datawrkz-business-solutions-private-limited/about/,Advertising Services,95 employees,"6,362 followers"
883,DAZN,2007,More than 1000,Hyderabad,Full Stack Engineer,Full Time,"Node.js,React.js,Algorithms,Data Structures,JavaScript",Namrata Sharma,5-10 Years,https://www.linkedin.com/company/dazn/about/,Spectator Sports,"2,765 employees","151,125 followers"
884,DAZN,2007,More than 1000,Hyderabad,Lead Automation Infrastructure Engineer,Full Time,"SDET,Quality Assurance,HTML,CSS,CI - CD",Namrata Sharma,7-12 Years,https://www.linkedin.com/company/dazn/about/,Spectator Sports,"2,765 employees","151,125 followers"
885,HCL Technologies,1976,More than 1000,Bangalore,Cypress QA Engineer,Full Time,"Cypress,API Testing,Database Testing,Automation Testing,Manual Testing",Swaraj Chaturvedi,4-9 Years,-----,Not Available,Not Available,Not Available
886,HCL Technologies,1976,More than 1000,Bangalore,Salesforce Developer,Full Time,"Salesforce,CRM,API Testing,ERP Implementation",Swaraj Chaturvedi,6-11 Years,-----,Not Available,Not Available,Not Available
887,ideaForge,2007,,Mumbai,Xamarin Application Developer,Full Time,"C#,Xamarin,.NET,Android,WPF",Khushboo Kothari,8-13 Years,http://www.linkedin.com/company/ideaforge,Aviation and Aerospace Component Manufacturing,379 employees,"30,823 followers"
888,StockGro,2020,Oct-50,Bangalore,Golang Developer,Full Time,Golang,Ankita Sharma,2-6 Years,https://www.linkedin.com/company/stockgro/about/,Financial Services,125 employees,"46,179 followers"
889,Trika Technologies,2019,50 - 200,Bangalore,Test Engineer,Full Time,Quality Control,B Ambekar,2-5 Years,https://www.linkedin.com/company/trika-technologies/,Information Technology & Services,56 employees,"1,578 followers"
890,Vayavya Labs,2006,50 - 200,Bangalore,ADAS Software Engineer,Full Time,"ADAS,C++,Python,Automotive Embedded Systems",Bhanu Priya L,3-5 Years,https://www.linkedin.com/company/vayavya-labs-pvt--ltd/,IT Services and IT Consulting,192 employees,"8,960 followers"
891,HCL Technologies,1976,More than 1000,Bangalore,Data Engineer,Full Time,"Big Data,AWS,Python,SQL,ETL",Swaraj Chaturvedi,5-10 Years,-----,Not Available,Not Available,Not Available
892,LTIMindtree,1996,More than 1000,Kolkata,Oracle Fusion PPM Consultant,Full Time,"Oracle PPM,Oracle Cloud,Oracle Fusion Applications,Oracle Integration,Accounting",Bhaskar Anand,6-10 Years,https://www.linkedin.com/company/ltimindtree/about/,IT Services and IT Consulting,"96,704 employees","3,311,412 followers"
